State_Name,Season,Avg_Temperature,Avg_Humidity,Total_Rainfall
GOA,Kharif,25.118000000000002,70.95425,1881.8965
GOA,Rabi,25.16125,70.8046875,1838.1775
GOA,Whole Year,25.118000000000002,70.95425,1881.8965
GUJARAT,Kharif,26.96121416526138,51.2041483979764,700.2234064080944
GUJARAT,Rabi,26.961554054054055,51.204611486486485,700.0270777027027
GUJARAT,Summer,26.960186125211504,51.216091370558374,700.6731472081218
GUJARAT,Whole Year,26.9589590443686,51.231894197952215,701.5833105802047
HARYANA,Kharif,25.909786324786324,40.94583333333334,542.4131837606838
HARYANA,Rabi,25.91019271948608,40.94957173447538,542.7654389721628
HARYANA,Whole Year,25.911032258064516,40.93849462365592,542.3421075268817
HIMACHAL PRADESH,Kharif,21.273636363636363,48.75454545454545,1048.845
HIMACHAL PRADESH,Rabi,21.273636363636363,48.75454545454545,1048.845
HIMACHAL PRADESH,Whole Year,21.378125,47.55114583333333,996.9536458333333
JAMMU AND KASHMIR,Kharif,-2.997891737891738,56.91854700854701,308.042849002849
JAMMU AND KASHMIR,Rabi,-2.9530193905817175,56.56529085872576,302.7849030470914
JAMMU AND KASHMIR,Whole Year,-2.514655172413793,49.939482758620684,213.62586206896552
JHARKHAND,Autumn,23.488902077151337,61.69225519287834,1318.9766468842731
JHARKHAND,Kharif,24.453239436619718,60.0187323943662,1263.8050704225352
JHARKHAND,Rabi,23.661862527716185,61.38662971175166,1292.5178935698448
JHARKHAND,Summer,25.630000000000003,59.084999999999994,1167.735
JHARKHAND,Whole Year,24.202295081967215,60.8638524590164,1257.9444262295083
JHARKHAND,Winter,23.6,61.69702247191011,1303.3684831460673
KARNATAKA,Kharif,25.6012,60.860800000000005,648.197123076923
KARNATAKA,Rabi,25.600726429675422,60.86078825347759,648.0217465224111
KARNATAKA,Summer,25.60057098765432,60.86416666666667,647.909151234568
KARNATAKA,Whole Year,25.600231481481483,60.867345679012345,648.5112037037037
KERALA,Autumn,25.207727272727272,78.78999999999999,1952.8086363636364
KERALA,Kharif,25.062937062937063,79.2090909090909,2006.4152447552449
KERALA,Rabi,25.9,77.63,2147.41
KERALA,Summer,25.20718032786885,78.7895737704918,1953.0775081967213
KERALA,Whole Year,25.21217391304348,78.77347826086957,1974.0795652173913
KERALA,Winter,25.207727272727272,78.78999999999999,1952.8086363636367
MADHYA PRADESH,Kharif,26.001981981981984,52.10122522522523,1292.6525045045046
MADHYA PRADESH,Rabi,25.99538321167883,52.10204379562043,1293.3472992700729
MADHYA PRADESH,Summer,26.309624060150377,50.59819548872181,1250.1915789473685
MADHYA PRADESH,Whole Year,26.03310861423221,51.92845505617977,1287.2609176029962
MAHARASHTRA,Autumn,25.53,53.839999999999996,691.59
MAHARASHTRA,Kharif,25.68959048877147,52.99885072655218,777.9001188903567
MAHARASHTRA,Rabi,25.690320427236315,53.00248331108144,778.9450734312417
MAHARASHTRA,Summer,25.689694148936173,52.993603723404256,778.6491223404256
MAHARASHTRA,Whole Year,25.709933774834436,52.714884105960266,767.098476821192
MANIPUR,Autumn,21.55,69.29,1016.89
MANIPUR,Kharif,21.263809523809524,72.15380952380953,1212.6990476190476
MANIPUR,Rabi,21.190078125,74.17734375,1356.398203125
MANIPUR,Summer,21.82,67.30307692307693,860.9615384615385
MANIPUR,Whole Year,21.278378378378378,72.2328108108108,1215.6657297297297
MANIPUR,Winter,21.55,69.29,1016.89
MEGHALAYA,Autumn,19.216911764705884,81.48926470588236,3123.7632352941177
MEGHALAYA,Kharif,19.165343915343914,80.56862433862433,2921.6203703703704
MEGHALAYA,Rabi,19.165343915343914,80.56862433862433,2921.6203703703704
MEGHALAYA,Summer,19.24646464646465,81.99636363636364,3337.2485858585856
MEGHALAYA,Whole Year,19.16718918918919,80.58686486486486,2931.5053513513512
MEGHALAYA,Winter,19.216911764705884,81.48926470588236,3123.7632352941177
MIZORAM,Autumn,20.812,74.345,1684.5720000000001
MIZORAM,Kharif,21.134303797468352,70.92607594936709,1188.1212658227848
MIZORAM,Rabi,21.149253731343283,70.85440298507463,1196.3633582089553
MIZORAM,Whole Year,21.138051948051945,70.93214285714285,1188.5593506493508
NAGALAND,Kharif,20.25921658986175,73.56216589861751,1423.1707834101383
NAGALAND,Rabi,20.276844660194172,73.7568932038835,1438.5610194174758
NAGALAND,Whole Year,20.43763636363636,68.96672727272727,937.0096363636363
ODISHA,Autumn,26.09560810810811,67.29935810810811,1442.7465202702704
ODISHA,Kharif,26.09,67.01857142857142,1408.6028571428574
ODISHA,Rabi,26.096363636363638,66.96051948051948,1419.3153246753247
ODISHA,Summer,26.095,67.301,1442.9475
ODISHA,Whole Year,26.08285714285714,66.67999999999999,1419.1414285714286
ODISHA,Winter,26.095,67.301,1442.9475
PUDUCHERRY,Autumn,27.89,76.335,1457.2699999999998
PUDUCHERRY,Kharif,28.07291139240506,75.1060759493671,1114.4910126582279
PUDUCHERRY,Rabi,28.07057142857143,75.12214285714286,1123.494
PUDUCHERRY,Summer,28.08022222222222,75.23866666666666,1170.7497777777778
PUDUCHERRY,Whole Year,28.061410256410255,75.13089743589744,1126.045641025641
PUDUCHERRY,Winter,27.89,76.335,1457.2699999999998
PUNJAB,Kharif,25.445960698689955,42.00720524017467,626.644825327511
PUNJAB,Rabi,25.44691466083151,41.99700218818381,626.5180525164113
PUNJAB,Whole Year,25.489247648902822,41.09090909090909,597.5492163009404
RAJASTHAN,Kharif,25.965213903743315,38.34014705882353,427.76338235294116
RAJASTHAN,Rabi,25.965213903743315,38.34014705882353,427.76338235294116
RAJASTHAN,Whole Year,26.005068870523417,38.19075757575758,423.9677272727273
SIKKIM,Kharif,7.422173913043479,72.74391304347826,997.3895652173912
SIKKIM,Rabi,7.422173913043479,72.74391304347826,997.3895652173912
SIKKIM,Whole Year,7.26,72.18,766.845
TAMIL NADU,Autumn,27.893333333333334,68.21,799.8266666666667
TAMIL NADU,Kharif,27.630917030567684,68.44484716157206,821.2875254730714
TAMIL NADU,Rabi,27.72903307888041,68.21615776081426,813.9388804071247
TAMIL NADU,Summer,27.89372093023256,68.21151162790697,799.4658139534884
TAMIL NADU,Whole Year,27.633561046511627,68.43585755813955,820.8833575581396
TAMIL NADU,Winter,27.893333333333334,68.21,799.8266666666666
TELANGANA,Kharif,26.921360544217688,61.29843537414966,834.1959410430838
TELANGANA,Rabi,26.92267734553776,61.29883295194508,833.4801372997712
TELANGANA,Whole Year,27.087444444444444,63.47774074074075,867.9734814814815
TRIPURA,Autumn,24.6025,81.105,3283.2825000000003
TRIPURA,Kharif,24.642333333333333,77.29666666666667,2354.6476666666663
TRIPURA,Rabi,24.642333333333333,77.29666666666667,2354.6476666666663
TRIPURA,Summer,24.608,80.462,3107.166
TRIPURA,Whole Year,24.642333333333333,77.29666666666667,2354.6476666666663
TRIPURA,Winter,24.6025,81.105,3283.2825000000003
UTTAR PRADESH,Kharif,25.934824455205813,51.182282082324456,999.6383111380145
UTTAR PRADESH,Rabi,25.93476392251816,51.18150726392252,999.6333050847458
UTTAR PRADESH,Summer,25.9255421686747,51.55202141900937,1009.1496653279785
UTTAR PRADESH,Whole Year,26.180229885057468,47.67218390804597,832.3476293103448
UTTARAKHAND,Kharif,19.937894736842107,53.865614035087724,1247.7100877192981
UTTARAKHAND,Rabi,19.937894736842107,53.865614035087724,1247.7100877192981
UTTARAKHAND,Summer,20.054750000000002,54.994125,1254.027125
UTTARAKHAND,Whole Year,19.88575221238938,53.88495575221239,1250.238407079646
WEST BENGAL,Autumn,25.75785882352941,71.64437647058824,1450.222588235294
WEST BENGAL,Kharif,25.757464788732396,71.64302816901409,1450.2538028169015
WEST BENGAL,Rabi,25.757464788732396,71.64302816901409,1450.2538028169015
WEST BENGAL,Summer,25.757464788732396,71.64302816901409,1450.2538028169015
WEST BENGAL,Whole Year,25.756182669789226,71.63892271662763,1449.6802341920375
WEST BENGAL,Winter,25.75785882352941,71.64437647058824,1450.222588235294
